ht_type,label,k,rep,set_mops,fill,capacity,fill_factor,exit,status,log
8,dramhit,15,1,1580,515915132,2147483648,0.240242,0,ok,dramhit_ht8_k15_r1_20260915-190131.log
8,dramhit,15,2,1589,515915132,2147483648,0.240242,0,ok,dramhit_ht8_k15_r2_20260915-190131.log
8,dramhit,15,3,1587,515915132,2147483648,0.240242,0,ok,dramhit_ht8_k15_r3_20260915-190131.log
8,dramhit,15,4,1592,515915132,2147483648,0.240242,0,ok,dramhit_ht8_k15_r4_20260915-190131.log
8,dramhit,15,5,1588,515915132,2147483648,0.240242,0,ok,dramhit_ht8_k15_r5_20260915-190131.log
8,dramhit,16,1,1597,766033017,2147483648,0.356712,0,ok,dramhit_ht8_k16_r1_20260915-190131.log
8,dramhit,16,2,1604,766033017,2147483648,0.356712,0,ok,dramhit_ht8_k16_r2_20260915-190131.log
8,dramhit,16,3,1601,766033017,2147483648,0.356712,0,ok,dramhit_ht8_k16_r3_20260915-190131.log
8,dramhit,16,4,1599,766033017,2147483648,0.356712,0,ok,dramhit_ht8_k16_r4_20260915-190131.log
8,dramhit,16,5,1600,766033017,2147483648,0.356712,0,ok,dramhit_ht8_k16_r5_20260915-190131.log
8,dramhit,17,1,1581,921085105,2147483648,0.428914,0,ok,dramhit_ht8_k17_r1_20260915-190131.log
8,dramhit,17,2,1591,921085105,2147483648,0.428914,0,ok,dramhit_ht8_k17_r2_20260915-190131.log
8,dramhit,17,3,1591,921085105,2147483648,0.428914,0,ok,dramhit_ht8_k17_r3_20260915-190131.log
8,dramhit,17,4,1602,921085105,2147483648,0.428914,0,ok,dramhit_ht8_k17_r4_20260915-190131.log
8,dramhit,17,5,1600,921085105,2147483648,0.428914,0,ok,dramhit_ht8_k17_r5_20260915-190131.log
8,dramhit,18,1,1603,1012177031,2147483648,0.471332,0,ok,dramhit_ht8_k18_r1_20260915-190131.log
8,dramhit,18,2,1563,1012177031,2147483648,0.471332,0,ok,dramhit_ht8_k18_r2_20260915-190131.log
8,dramhit,18,3,1594,1012177031,2147483648,0.471332,0,ok,dramhit_ht8_k18_r3_20260915-190131.log
8,dramhit,18,4,1599,1012177031,2147483648,0.471332,0,ok,dramhit_ht8_k18_r4_20260915-190131.log
8,dramhit,18,5,1600,1012177031,2147483648,0.471332,0,ok,dramhit_ht8_k18_r5_20260915-190131.log
8,dramhit,19,1,1605,1072562325,2147483648,0.499451,0,ok,dramhit_ht8_k19_r1_20260915-190131.log
8,dramhit,19,2,1605,1072562325,2147483648,0.499451,0,ok,dramhit_ht8_k19_r2_20260915-190131.log
8,dramhit,19,3,1603,1072562325,2147483648,0.499451,0,ok,dramhit_ht8_k19_r3_20260915-190131.log
8,dramhit,19,4,1558,1072562325,2147483648,0.499451,0,ok,dramhit_ht8_k19_r4_20260915-190131.log
8,dramhit,19,5,1593,1072562325,2147483648,0.499451,0,ok,dramhit_ht8_k19_r5_20260915-190131.log
8,dramhit,20,1,1607,1119887688,2147483648,0.521488,0,ok,dramhit_ht8_k20_r1_20260915-190131.log
8,dramhit,20,2,1606,1119887688,2147483648,0.521488,0,ok,dramhit_ht8_k20_r2_20260915-190131.log
8,dramhit,20,3,1600,1119887688,2147483648,0.521488,0,ok,dramhit_ht8_k20_r3_20260915-190131.log
8,dramhit,20,4,1601,1119887688,2147483648,0.521488,0,ok,dramhit_ht8_k20_r4_20260915-190131.log
8,dramhit,20,5,1604,1119887688,2147483648,0.521488,0,ok,dramhit_ht8_k20_r5_20260915-190131.log
8,dramhit,21,1,1604,1161736784,2147483648,0.540976,0,ok,dramhit_ht8_k21_r1_20260915-190131.log
8,dramhit,21,2,1568,1161736784,2147483648,0.540976,0,ok,dramhit_ht8_k21_r2_20260915-190131.log
8,dramhit,21,3,1597,1161736784,2147483648,0.540976,0,ok,dramhit_ht8_k21_r3_20260915-190131.log
8,dramhit,21,4,1600,1161736784,2147483648,0.540976,0,ok,dramhit_ht8_k21_r4_20260915-190131.log
8,dramhit,21,5,1605,1161736784,2147483648,0.540976,0,ok,dramhit_ht8_k21_r5_20260915-190131.log
8,dramhit,22,1,1601,1201060325,2147483648,0.559287,0,ok,dramhit_ht8_k22_r1_20260915-190131.log
8,dramhit,22,2,1605,1201060325,2147483648,0.559287,0,ok,dramhit_ht8_k22_r2_20260915-190131.log
8,dramhit,22,3,1611,1201060325,2147483648,0.559287,0,ok,dramhit_ht8_k22_r3_20260915-190131.log
8,dramhit,22,4,1612,1201060325,2147483648,0.559287,0,ok,dramhit_ht8_k22_r4_20260915-190131.log
8,dramhit,22,5,1600,1201060325,2147483648,0.559287,0,ok,dramhit_ht8_k22_r5_20260915-190131.log
8,dramhit,23,1,1599,1239041403,2147483648,0.576974,0,ok,dramhit_ht8_k23_r1_20260915-190131.log
8,dramhit,23,2,1608,1239041403,2147483648,0.576974,0,ok,dramhit_ht8_k23_r2_20260915-190131.log
8,dramhit,23,3,1608,1239041403,2147483648,0.576974,0,ok,dramhit_ht8_k23_r3_20260915-190131.log
8,dramhit,23,4,1602,1239041403,2147483648,0.576974,0,ok,dramhit_ht8_k23_r4_20260915-190131.log
8,dramhit,23,5,1597,1239041403,2147483648,0.576974,0,ok,dramhit_ht8_k23_r5_20260915-190131.log
8,dramhit,24,1,1606,1276170020,2147483648,0.594263,0,ok,dramhit_ht8_k24_r1_20260915-190131.log
8,dramhit,24,2,1602,1276170020,2147483648,0.594263,0,ok,dramhit_ht8_k24_r2_20260915-190131.log
8,dramhit,24,3,1609,1276170020,2147483648,0.594263,0,ok,dramhit_ht8_k24_r3_20260915-190131.log
8,dramhit,24,4,1600,1276170020,2147483648,0.594263,0,ok,dramhit_ht8_k24_r4_20260915-190131.log
8,dramhit,24,5,1613,1276170020,2147483648,0.594263,0,ok,dramhit_ht8_k24_r5_20260915-190131.log
