ht_type,label,k,rep,set_mops,fill,capacity,fill_factor,exit,status,log
8,dramhit,21,1,1430,1161736784,2147483648,0.540976,0,ok,dramhit_ht8_k21_r1_20260920-142953.log
8,dramhit,21,2,1418,1161736784,2147483648,0.540976,0,ok,dramhit_ht8_k21_r2_20260920-142953.log
8,dramhit,21,3,1437,1161736784,2147483648,0.540976,0,ok,dramhit_ht8_k21_r3_20260920-142953.log
8,dramhit,21,4,1416,1161736784,2147483648,0.540976,0,ok,dramhit_ht8_k21_r4_20260920-142953.log
8,dramhit,21,5,1439,1161736784,2147483648,0.540976,0,ok,dramhit_ht8_k21_r5_20260920-142953.log
8,dramhit,22,1,1426,1201060325,2147483648,0.559287,0,ok,dramhit_ht8_k22_r1_20260920-142953.log
8,dramhit,22,2,1441,1201060325,2147483648,0.559287,0,ok,dramhit_ht8_k22_r2_20260920-142953.log
8,dramhit,22,3,1429,1201060325,2147483648,0.559287,0,ok,dramhit_ht8_k22_r3_20260920-142953.log
8,dramhit,22,4,1435,1201060325,2147483648,0.559287,0,ok,dramhit_ht8_k22_r4_20260920-142953.log
8,dramhit,22,5,1429,1201060325,2147483648,0.559287,0,ok,dramhit_ht8_k22_r5_20260920-142953.log
8,dramhit,23,1,1438,1239041403,2147483648,0.576974,0,ok,dramhit_ht8_k23_r1_20260920-142953.log
8,dramhit,23,2,1439,1239041403,2147483648,0.576974,0,ok,dramhit_ht8_k23_r2_20260920-142953.log
8,dramhit,23,3,1436,1239041403,2147483648,0.576974,0,ok,dramhit_ht8_k23_r3_20260920-142953.log
8,dramhit,23,4,1437,1239041403,2147483648,0.576974,0,ok,dramhit_ht8_k23_r4_20260920-142953.log
8,dramhit,23,5,1434,1239041403,2147483648,0.576974,0,ok,dramhit_ht8_k23_r5_20260920-142953.log
8,dramhit,24,1,1440,1276170020,2147483648,0.594263,0,ok,dramhit_ht8_k24_r1_20260920-142953.log
8,dramhit,24,2,1450,1276170020,2147483648,0.594263,0,ok,dramhit_ht8_k24_r2_20260920-142953.log
8,dramhit,24,3,1432,1276170020,2147483648,0.594263,0,ok,dramhit_ht8_k24_r3_20260920-142953.log
8,dramhit,24,4,1450,1276170020,2147483648,0.594263,0,ok,dramhit_ht8_k24_r4_20260920-142953.log
8,dramhit,24,5,1436,1276170020,2147483648,0.594263,0,ok,dramhit_ht8_k24_r5_20260920-142953.log
8,dramhit,25,1,1463,1312661553,2147483648,0.611256,0,ok,dramhit_ht8_k25_r1_20260920-142953.log
8,dramhit,25,2,1413,1312661553,2147483648,0.611256,0,ok,dramhit_ht8_k25_r2_20260920-142953.log
8,dramhit,25,3,1461,1312661553,2147483648,0.611256,0,ok,dramhit_ht8_k25_r3_20260920-142953.log
8,dramhit,25,4,1407,1312661553,2147483648,0.611256,0,ok,dramhit_ht8_k25_r4_20260920-142953.log
8,dramhit,25,5,1459,1312661553,2147483648,0.611256,0,ok,dramhit_ht8_k25_r5_20260920-142953.log
8,dramhit,26,1,1443,1348653266,2147483648,0.628016,0,ok,dramhit_ht8_k26_r1_20260920-142953.log
8,dramhit,26,2,1482,1348653266,2147483648,0.628016,0,ok,dramhit_ht8_k26_r2_20260920-142953.log
8,dramhit,26,3,1442,1348653266,2147483648,0.628016,0,ok,dramhit_ht8_k26_r3_20260920-142953.log
8,dramhit,26,4,1483,1348653266,2147483648,0.628016,0,ok,dramhit_ht8_k26_r4_20260920-142953.log
8,dramhit,26,5,1440,1348653266,2147483648,0.628016,0,ok,dramhit_ht8_k26_r5_20260920-142953.log
8,dramhit,27,1,1314,1384192355,2147483648,0.644565,0,ok,dramhit_ht8_k27_r1_20260920-142953.log
8,dramhit,27,2,1299,1384192355,2147483648,0.644565,0,ok,dramhit_ht8_k27_r2_20260920-142953.log
8,dramhit,27,3,1314,1384192355,2147483648,0.644565,0,ok,dramhit_ht8_k27_r3_20260920-142953.log
8,dramhit,27,4,1302,1384192355,2147483648,0.644565,0,ok,dramhit_ht8_k27_r4_20260920-142953.log
8,dramhit,27,5,1314,1384192355,2147483648,0.644565,0,ok,dramhit_ht8_k27_r5_20260920-142953.log
8,dramhit,28,1,1477,1419320396,2147483648,0.660923,0,ok,dramhit_ht8_k28_r1_20260920-142953.log
8,dramhit,28,2,1299,1419320396,2147483648,0.660923,0,ok,dramhit_ht8_k28_r2_20260920-142953.log
8,dramhit,28,3,1474,1419320396,2147483648,0.660923,0,ok,dramhit_ht8_k28_r3_20260920-142953.log
8,dramhit,28,4,1299,1419320396,2147483648,0.660923,0,ok,dramhit_ht8_k28_r4_20260920-142953.log
8,dramhit,28,5,1471,1419320396,2147483648,0.660923,0,ok,dramhit_ht8_k28_r5_20260920-142953.log
8,dramhit,29,1,1453,1454075972,2147483648,0.677107,0,ok,dramhit_ht8_k29_r1_20260920-142953.log
8,dramhit,29,2,1461,1454075972,2147483648,0.677107,0,ok,dramhit_ht8_k29_r2_20260920-142953.log
8,dramhit,29,3,1458,1454075972,2147483648,0.677107,0,ok,dramhit_ht8_k29_r3_20260920-142953.log
8,dramhit,29,4,1458,1454075972,2147483648,0.677107,0,ok,dramhit_ht8_k29_r4_20260920-142953.log
8,dramhit,29,5,1455,1454075972,2147483648,0.677107,0,ok,dramhit_ht8_k29_r5_20260920-142953.log
8,dramhit,30,1,1493,1488477239,2147483648,0.693126,0,ok,dramhit_ht8_k30_r1_20260920-142953.log
8,dramhit,30,2,1500,1488477239,2147483648,0.693126,0,ok,dramhit_ht8_k30_r2_20260920-142953.log
8,dramhit,30,3,1491,1488477239,2147483648,0.693126,0,ok,dramhit_ht8_k30_r3_20260920-142953.log
8,dramhit,30,4,1504,1488477239,2147483648,0.693126,0,ok,dramhit_ht8_k30_r4_20260920-142953.log
8,dramhit,30,5,1489,1488477239,2147483648,0.693126,0,ok,dramhit_ht8_k30_r5_20260920-142953.log
8,dramhit,31,1,1536,1522525464,2147483648,0.708981,0,ok,dramhit_ht8_k31_r1_20260920-142953.log
8,dramhit,31,2,1525,1522525464,2147483648,0.708981,0,ok,dramhit_ht8_k31_r2_20260920-142953.log
8,dramhit,31,3,1534,1522525464,2147483648,0.708981,0,ok,dramhit_ht8_k31_r3_20260920-142953.log
8,dramhit,31,4,1527,1522525464,2147483648,0.708981,0,ok,dramhit_ht8_k31_r4_20260920-142953.log
8,dramhit,31,5,1531,1522525464,2147483648,0.708981,0,ok,dramhit_ht8_k31_r5_20260920-142953.log
8,dramhit,32,1,1542,1556257953,2147483648,0.724689,0,ok,dramhit_ht8_k32_r1_20260920-142953.log
8,dramhit,32,2,1538,1556257953,2147483648,0.724689,0,ok,dramhit_ht8_k32_r2_20260920-142953.log
8,dramhit,32,3,1539,1556257953,2147483648,0.724689,0,ok,dramhit_ht8_k32_r3_20260920-142953.log
8,dramhit,32,4,1539,1556257953,2147483648,0.724689,0,ok,dramhit_ht8_k32_r4_20260920-142953.log
8,dramhit,32,5,1529,1556257953,2147483648,0.724689,0,ok,dramhit_ht8_k32_r5_20260920-142953.log
1,dramhit-p,10,1,2777,1048575,2147483648,0.0004882807843387127,0,ok,dramhit-p_ht1_k10_r1_20260920-142953.log
1,dramhit-p,10,2,2773,1048575,2147483648,0.0004882807843387127,0,ok,dramhit-p_ht1_k10_r2_20260920-142953.log
1,dramhit-p,10,3,2793,1048575,2147483648,0.0004882807843387127,0,ok,dramhit-p_ht1_k10_r3_20260920-142953.log
1,dramhit-p,10,4,2738,1048575,2147483648,0.0004882807843387127,0,ok,dramhit-p_ht1_k10_r4_20260920-142953.log
1,dramhit-p,10,5,2801,1048575,2147483648,0.0004882807843387127,0,ok,dramhit-p_ht1_k10_r5_20260920-142953.log
1,dramhit-p,11,1,2724,4194303,2147483648,0.0019531245343387127,0,ok,dramhit-p_ht1_k11_r1_20260920-142953.log
1,dramhit-p,11,2,2727,4194303,2147483648,0.0019531245343387127,0,ok,dramhit-p_ht1_k11_r2_20260920-142953.log
1,dramhit-p,11,3,2722,4194303,2147483648,0.0019531245343387127,0,ok,dramhit-p_ht1_k11_r3_20260920-142953.log
